KBudget,Strategy,SeedIndex,SynthesisSeed,Classification,SynthesisSuccess,Gamma,SDPRounds,MaxViolationStage1,MaxViolationFinal,VSur,VCert,OutputLMISignedViolation,IncrementLMISignedViolation,NViolated,Polished,MonteCarloSuccessPct,RMSE95
20,Random+ICE,3,3166,surrogate_pass,True,4.391697755362446,2,6.84631138932565e-05,6.84631138932565e-05,6.84631138932565e-05,6.84631138932565e-05,-2.9442857851211545e-05,-0.0010762734281847283,0,False,88.8,0.36329113165998905
20,Random+ICE,4,4166,surrogate_pass,True,4.396418712731855,3,7.241850598896462e-06,7.241850598896462e-06,7.241850598896462e-06,7.241850598896462e-06,-5.930877273325115e-05,-0.0010950954240591013,0,False,92.0,0.36142344486144584
20,TopK+ICE,0,166,failed,False,3.8399287195528524,4,0.001917592971157223,0.001917592971157223,0.001917592971157223,0.001917592971157223,-8.809560309304462e-06,-0.0010039178267308563,64,False,0.0,9999.9
20,TopK+ICE,1,1166,failed,False,3.8399287195528524,4,0.001917592971157223,0.001917592971157223,0.001917592971157223,0.001917592971157223,-8.809560309304462e-06,-0.0010039178267308563,64,False,0.0,9999.9
20,TopK+ICE,2,2166,failed,False,3.8399287195528524,4,0.001917592971157223,0.001917592971157223,0.001917592971157223,0.001917592971157223,-8.809560309304462e-06,-0.0010039178267308563,64,False,0.0,9999.9
20,TopK+ICE,3,3166,failed,False,3.8399287195528524,4,0.001917592971157223,0.001917592971157223,0.001917592971157223,0.001917592971157223,-8.809560309304462e-06,-0.0010039178267308563,64,False,0.0,9999.9
20,TopK+ICE,4,4166,failed,False,3.8399287195528524,4,0.001917592971157223,0.001917592971157223,0.001917592971157223,0.001917592971157223,-8.809560309304462e-06,-0.0010039178267308563,64,False,0.0,9999.9
20,FPS-Param+ICE,0,166,surrogate_pass,True,4.3909601243477026,1,6.83500391678653e-05,6.83500391678653e-05,6.83500391678653e-05,6.83500391678653e-05,-7.514518128191794e-05,-0.0010765455681509906,0,False,90.60000000000001,0.3607662108071963
20,FPS-Param+ICE,1,1166,surrogate_pass,True,4.361345200839171,1,3.579314171242128e-05,3.579314171242128e-05,3.579314171242128e-05,3.579314171242128e-05,-7.869773000616547e-05,-0.001110307743424526,0,False,87.2,0.35835487024705415
20,FPS-Param+ICE,2,2166,surrogate_pass,True,4.389142576100372,2,2.854582180228448e-05,2.854582180228448e-05,2.854582180228448e-05,2.854582180228448e-05,-1.796770863769049e-05,-0.0010832242168511115,0,False,91.0,0.3609664923402935
20,FPS-Param+ICE,3,3166,surrogate_pass,True,4.3883759912245495,2,2.861926418036182e-05,2.861926418036182e-05,2.861926418036182e-05,2.861926418036182e-05,-0.00024944590095743333,-0.0010837506205116161,0,False,84.6,0.3582221228308715
