vertex_index,old_full_qmi_raw_score,archived_raw_score,new_dynamics_raw_score,dynamics_score_from_qmi_block,absolute_difference,relative_difference,old_processed_score,new_processed_score,old_anchor,new_anchor,old_tier,new_tier
143,12158.917240898829,12158.917240898829,12158.9172408988,12158.917240898832,2.9103830456733704e-11,2.3936202443123338e-15,0.6066045682266188,0.6066045682266183,False,False,1,1
144,12818.234615609339,12818.234615609339,12818.234615609315,12818.234615609335,2.3646862246096134e-11,1.844783073115255e-15,0.6322595323177675,0.6322595323177677,False,False,2,2
145,12818.221729967288,12818.221729967288,12818.22172996726,12818.221729967285,2.9103830456733704e-11,2.270504526278621e-15,0.6322590476356438,0.6322590476356437,False,False,2,2
146,12814.11513357388,12814.11513357388,12814.115133573852,12814.11513357388,2.7284841053187847e-11,2.1292801546397573e-15,0.6321045490668518,0.6321045490668518,False,False,2,2
147,12814.102026067098,12814.102026067098,12814.102026067078,12814.102026067098,2.000888343900442e-11,1.5614737106276612e-15,0.63210405583169,0.6321040558316904,False,False,2,2
148,12165.551459268334,12165.551459268334,12165.551459268316,12165.551459268336,1.8189894035458565e-11,1.4951968347970433e-15,0.606871426677843,0.606871426677843,False,False,2,2
149,12165.535552096426,12165.535552096426,12165.535552096397,12165.535552096426,2.9103830456733704e-11,2.3923180637714207e-15,0.6068707870355564,0.6068707870355561,False,False,2,2
150,12158.920555352348,12158.920555352348,12158.920555352326,12158.920555352352,2.1827872842550278e-11,1.7952146938686644e-15,0.6066047015942386,0.6066047015942386,False,False,1,1
151,12158.904194865838,12158.904194865838,12158.904194865812,12158.90419486584,2.546585164964199e-11,2.0944199610023312e-15,0.606604043277388,0.6066040432773878,False,False,1,1
152,12818.233642581286,12818.233642581286,12818.23364258126,12818.233642581286,2.7284841053187847e-11,2.1285960151755612e-15,0.6322594957181931,0.6322594957181931,False,False,2,2
153,12818.220758758107,12818.220758758107,12818.220758758078,12818.2207587581,2.9103830456733704e-11,2.2705046983098948e-15,0.6322590111044364,0.6322590111044364,False,False,2,2
154,12814.114164291415,12814.114164291415,12814.114164291397,12814.114164291417,1.8189894035458565e-11,1.4195202104682057e-15,0.6321045125927989,0.6321045125927991,False,False,2,2
155,12814.10105861837,12814.10105861837,12814.10105861835,12814.10105861837,2.000888343900442e-11,1.5614738285169886e-15,0.6321040194265918,0.632104019426592,False,False,2,2
156,12165.550462731102,12165.550462731102,12165.550462731078,12165.550462731102,2.3646862246096134e-11,1.943756044458307e-15,0.6068713866061777,0.6068713866061776,False,False,2,2
157,12165.534557416873,12165.534557416873,12165.534557416842,12165.534557416875,3.092281986027956e-11,2.5418381505831215e-15,0.6068707470385251,0.6068707470385246,False,False,2,2
158,12158.919562676485,12158.919562676485,12158.91956267646,12158.919562676489,2.546585164964199e-11,2.0944173138387237e-15,0.6066046616507607,0.6066046616507604,False,False,1,1
159,12158.90320407246,12158.90320407246,12158.903204072429,12158.90320407246,3.092281986027956e-11,2.5432244455998616e-15,0.606604003409591,0.6066040034095906,False,False,1,1
160,12818.242643152491,12818.242643152491,12818.24264315247,12818.24264315249,2.1827872842550278e-11,1.7028756164333287e-15,0.6322598342664394,0.6322598342664394,False,False,2,2
